序号,板块,公司全称,公司简称,公司代码,所属行业,省份,城市,专利记分牌得分 ↑
1404,创业板,上海东富龙科技股份有限公司,东富龙,300171.SZ,制造业,上海,上海市,93.6  
1405,创业板,上海东富龙科技股份有限公司,东富龙,300171.SZ,制造业,上海,上海市,93.6  
1406,创业板,上海东富龙科技股份有限公司,东富龙,300171.SZ,制造业,上海,上海市,93.6  
1407,创业板,上海东富龙科技股份有限公司,东富龙,300171.SZ,制造业,上海,上海市,93.6  
1408,创业板,上海东富龙科技股份有限公司,东富龙,300171.SZ,制造业,上海,上海市,93.6  
1409,创业板,上海东富龙科技股份有限公司,东富龙,300171.SZ,制造业,上海,上海市,93.6  
1410,创业板,上海东富龙科技股份有限公司,东富龙,300171.SZ,制造业,上海,上海市,93.6  
1411,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1412,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1413,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1414,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1415,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1416,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1417,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1418,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1419,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1420,主板,上海机电股份有限公司,上海机电,600835.SH,制造业,上海,上海市,92.7  
1421,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1422,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1423,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1424,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1425,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1426,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1427,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1428,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1429,主板,华菱星马汽车(集团)股份有限公司,华菱星马,600375.SH,制造业,安徽省,马鞍山市,92.7  
1430,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1431,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1432,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1433,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1434,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1435,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1436,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1437,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1438,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1439,主板,航天信息股份有限公司,航天信息,600271.SH,制造业,北京,北京市,92.3  
1440,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1441,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1442,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1443,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1444,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1445,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1446,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1447,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1448,主板,中国软件与技术服务股份有限公司,中国软件,600536.SH,信息传输、软件和信息技术服务业,北京,北京市,91.9  
1449,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1450,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1451,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1452,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1453,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1454,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1455,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1456,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1457,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1458,主板,航天时代电子技术股份有限公司,航天电子,600879.SH,制造业,湖北省,武汉市,91.3  
1459,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1460,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1461,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1462,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1463,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1464,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1465,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1466,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1467,主板,中航航空电子系统股份有限公司,中航电子,600372.SH,制造业,北京,北京市,91.0  
1468,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1469,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1470,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1471,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1472,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1473,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1474,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1475,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1476,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1477,中小企业板,广州达意隆包装机械股份有限公司,达意隆,002209.SZ,制造业,广东省,广州市,88.4  
1478,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1479,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1480,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1481,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1482,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1483,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1484,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1485,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1486,主板,上海隧道工程股份有限公司,隧道股份,600820.SH,建筑业,上海,上海市,88.4  
1487,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1488,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1489,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1490,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1491,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1492,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1493,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1494,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1495,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1496,主板,中国振华(集团)科技股份有限公司,振华科技,000733.SZ,制造业,贵州省,贵阳市,88.4  
1497,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1498,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1499,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1500,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1501,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1502,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1503,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1504,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1505,主板,宁波三星医疗电气股份有限公司,三星医疗,601567.SH,制造业,浙江省,宁波市,87.5  
1506,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1507,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1508,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1509,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1510,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1511,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1512,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1513,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1514,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1515,主板,深圳市共进电子股份有限公司,共进股份,603118.SH,制造业,广东省,深圳市,87.1  
1516,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1517,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1518,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1519,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1520,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1521,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1522,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1523,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1524,中小企业板,浙江盾安人工环境股份有限公司,盾安环境,002011.SZ,制造业,浙江省,诸暨市,86.8  
1525,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1526,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1527,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1528,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1529,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1530,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1531,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1532,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1533,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1534,三板,济南圣泉集团股份有限公司,圣泉集团,830881.OC,制造业,山东省,济南市,86.6  
1535,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1536,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1537,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1538,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1539,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1540,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1541,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1542,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1543,中小企业板,北京大北农科技集团股份有限公司,大北农,002385.SZ,制造业,北京,北京市,85.3  
1544,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1545,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1546,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1547,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1548,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1549,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1550,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1551,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1552,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1553,中小企业板,广东坚朗五金制品股份有限公司,坚朗五金,002791.SZ,制造业,广东省,东莞市,85.1  
1554,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1555,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1556,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1557,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1558,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1559,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1560,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1561,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1562,主板,河南平高电气股份有限公司,平高电气,600312.SH,制造业,河南省,平顶山市,84.9  
1563,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1564,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1565,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1566,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1567,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1568,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1569,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1570,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1571,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1572,主板,中国有色金属建设股份有限公司,中色股份,000758.SZ,采矿业,北京,北京市,83.8  
1573,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1574,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1575,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1576,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1577,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1578,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1579,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1580,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1581,主板,华润三九医药股份有限公司,华润三九,000999.SZ,制造业,广东省,深圳市,83.6  
1582,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1583,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1584,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1585,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1586,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1587,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1588,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1589,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1590,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1591,主板,华荣科技股份有限公司,华荣股份,603855.SH,制造业,上海,上海市,83.6  
1592,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1593,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1594,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1595,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1596,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1597,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1598,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1599,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1600,主板,广州白云山医药集团股份有限公司,白云山,600332.SH,制造业,广东省,广州市,83.3  
1601,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1602,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1603,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1604,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1605,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1606,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1607,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1608,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1609,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1610,主板,卧龙电气集团股份有限公司,卧龙电气,600580.SH,制造业,浙江省,绍兴市,82.9  
1611,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1612,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1613,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1614,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1615,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1616,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1617,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1618,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1619,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1620,创业板,深圳市汇川技术股份有限公司,汇川技术,300124.SZ,制造业,广东省,深圳市,82.6  
1621,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1622,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1623,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1624,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1625,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1626,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1627,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1628,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1629,中小企业板,天奇自动化工程股份有限公司,天奇股份,002009.SZ,制造业,江苏省,无锡市,82.5  
1630,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1631,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1632,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1633,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1634,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1635,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1636,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1637,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1638,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1639,中小企业板,深圳市英威腾电气股份有限公司,英威腾,002334.SZ,制造业,广东省,深圳市,82.4  
1640,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1641,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1642,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1643,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1644,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1645,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1646,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1647,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1648,主板,凌云工业股份有限公司,凌云股份,600480.SH,制造业,河北省,涿州市,82.0  
1649,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1650,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1651,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1652,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1653,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1654,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1655,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1656,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1657,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1658,主板,宏发科技股份有限公司,宏发股份,600885.SH,制造业,湖北省,武汉市,81.6  
1659,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1660,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1661,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1662,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1663,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1664,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1665,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1666,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1667,主板,福耀玻璃工业集团股份有限公司,福耀玻璃,600660.SH,制造业,福建省,福清市,81.3  
1668,创业板,阳光电源股份有限公司,阳光电源,300274.SZ,制造业,安徽省,合肥市,80.4  
1669,创业板,阳光电源股份有限公司,阳光电源,300274.SZ,制造业,安徽省,合肥市,80.4  
1670,创业板,阳光电源股份有限公司,阳光电源,300274.SZ,制造业,安徽省,合肥市,80.4  
1671,创业板,阳光电源股份有限公司,阳光电源,300274.SZ,制造业,安徽省,合肥市,80.4  
